mice_name,session_date,day_init,experiment_type,session_path,day_index,Baseline_im,Baseline_im_voltage_file,Baseline_mat_file,BMI_im,BMI_im_voltage_file,BMI_mat_file,BMI_target_mat_file,Bot_candidates,Bot_ensemble,Flag_Baseline_im,Flag_BaselineOnline,Flag_BMI,Flag_BMI_im,Flag_BMITarget,Flag_Holostim_seq_im,Flag_Holostim_seq_mat_file,Flag_MainProt_mat_file,Flag_Pretrain_im,Flag_session_more_tif_Baseline_im,Flag_session_more_tif_BMI_im,Flag_session_more_tif_Holostim_seq_im,Flag_session_more_tif_pretrain,Flag_target_calibration,GPL_candidates,GPL_ensemble,HoloMask_gpl_file,Holostim_seq_im,Holostim_seq_im_voltage_file,Holostim_seq_mat_file,MainProt_mat_file,Pretrain_im,Pretrain_im_voltage_file,Pretrain_mat_file,Roi_mat_file,StrcMask_mat_file,Target_calibration_mat_file,Workspace_mat_file,XML_candidates,XML_ensemble,XML_holostim_seq
NVI13,191025,D25,hE2_rew,191025/NVI13/D25,11,baseline/baseline_191025T162816-095,baseline_191025T162816-095_Cycle00001_VoltageRecording_001.csv,BaselineOnline191025T162814.mat,BMI/BMI_191025T173130-097,BMI_191025T173130-097_Cycle00001_VoltageRecording_001.csv,BMI_online191025T181338.mat,BMI_target_info_20191025T164604.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,,191025/NVI13/D25,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191025T162324-094,holostim_seq_191025T162324-094_Cycle00001_VoltageRecording_001.csv,holostim_seq191025T162423.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191025T164810-096,HoloVTA_pretrain_191025T164810-096_Cycle00001_VoltageRecording_001.csv,BMI_online191025T173019.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191025T164604.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191015,D20,hE2_rew,191015/NVI13/D20,12,baseline/baseline_191015T153721-009,baseline_191015T153721-009_Cycle00001_VoltageRecording_001.csv,BaselineOnline191015T153718.mat,BMI/BMI_191015T170757-011,BMI_191015T170757-011_Cycle00001_VoltageRecording_001.csv,BMI_online191015T175005.mat,BMI_target_info_20191015T162240.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,191015/NVI13/D20,,191015/NVI13/D20,191015/NVI13/D20,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191015T153023-008,holostim_seq_191015T153023-008_Cycle00001_VoltageRecording_001.csv,holostim_seq191015T153202.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191015T162420-010,HoloVTA_pretrain_191015T162420-010_Cycle00001_VoltageRecording_001.csv,BMI_online191015T170657.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191015T162240.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191017,D22,hE2_rew,191017/NVI13/D22,13,baseline/baseline_191017T163556-046,baseline_191017T163556-046_Cycle00001_VoltageRecording_001.csv,BaselineOnline191017T163554.mat,BMI/BMI_191017T180550-049,BMI_191017T180550-049_Cycle00001_VoltageRecording_001.csv,BMI_online191017T184758.mat,BMI_target_info_20191017T171835.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,191017/NVI13/D22,,,191017/NVI13/D22,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191017T163027-045,holostim_seq_191017T163027-045_Cycle00001_VoltageRecording_001.csv,holostim_seq191017T163153.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191017T172050-047,HoloVTA_pretrain_191017T172050-047_Cycle00001_VoltageRecording_001.csv,BMI_online191017T180406.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191017T171835.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191016,D21,hE2_rew,191016/NVI13/D21,14,baseline/baseline_191016T172319-030,baseline_191016T172319-030_Cycle00001_VoltageRecording_001.csv,BaselineOnline191016T172317.mat,BMI/BMI_191016T192426-033,BMI_191016T192426-033_Cycle00001_VoltageRecording_001.csv,,,BOT_candidates.cfg,BOT_ens.cfg,,,191016/NVI13/D21,,191016/NVI13/D21,,,,,191016/NVI13/D21,,191016/NVI13/D21,,191016/NVI13/D21,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191016T171408-029,holostim_seq_191016T171408-029_Cycle00001_VoltageRecording_001.csv,holostim_seq191016T171546.mat,mainProt_single_channel.m,Holo_pretrain/Holo_pretrain_191016T180831-031,Holo_pretrain_191016T180831-031_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,190930,D5,hE2_rew,190930/NVI16/D5,0,baseline/baseline_190930T184016-015,baseline_190930T184016-015_Cycle00001_VoltageRecording_001.csv,BaselineOnline190930T184014.mat,BMI/BMI_190930T194709-017,BMI_190930T194709-017_Cycle00001_VoltageRecording_001.csv,BMI_online190930T202917.mat,BMI_target_info_20190930T185737.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_190930T182233-014,holostim_seq_190930T182233-014_Cycle00001_VoltageRecording_001.csv,holostim_seq190930T182359.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_190930T190050-016,HoloVTA_pretrain_190930T190050-016_Cycle00001_VoltageRecording_001.csv,BMI_online190930T194258.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20190930T185737.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191001,D6,hE2_rew,191001/NVI16/D6,1,baseline/baseline_191001T185135-011,baseline_191001T185135-011_Cycle00001_VoltageRecording_001.csv,BaselineOnline191001T185133.mat,BMI/BMI_no_reward_191001T212929-018,BMI_no_reward_191001T212929-018_Cycle00001_VoltageRecording_001.csv,,BMI_target_info_20191001T191111.mat,BOT_candidates.cfg,BOT_ens.cfg,,,191001/NVI16/D6,,,,,,,,,191001/NVI16/D6,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191001T184329-010,holostim_seq_191001T184329-010_Cycle00001_VoltageRecording_001.csv,holostim_seq191001T184531.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191001T191328-012,HoloVTA_pretrain_191001T191328-012_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,target_calibration_ALL_20191001T191111.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191003,D8,hE2_rew,191003/NVI16/D8,2,,baseline_191003T215857-009_Cycle00001_VoltageRecording_001.csv,,,,,BMI_target_info_20191003T202242.mat,BOT_candidates.cfg,BOT_ens.cfg,191003/NVI16/D8,191003/NVI16/D8,191003/NVI16/D8,191003/NVI16/D8,,,,,191003/NVI16/D8,,,191003/NVI16/D8,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191003T192753-022,holostim_seq_191003T192753-022_Cycle00001_VoltageRecording_001.csv,holostim_seq191003T192953.mat,,,HoloVTA_pretrain_191003T222102-010_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,target_calibration_ALL_20191003T202242.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191005,D10,hE2_rew,191005/NVI16/D10,3,baseline/baseline_191005T194000-013,baseline_191005T194000-013_Cycle00001_VoltageRecording_001.csv,BaselineOnline191005T193958.mat,,BMI_191005T205000-015_Cycle00001_VoltageRecording_001.csv,BMI_online191005T213208.mat,BMI_target_info_20191005T195923.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,191005/NVI16/D10,,,,,,,,191005/NVI16/D10,191005/NVI16/D10,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191005T193001-012,holostim_seq_191005T193001-012_Cycle00001_VoltageRecording_001.csv,holostim_seq191005T193204.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191005T200106-014,HoloVTA_pretrain_191005T200106-014_Cycle00001_VoltageRecording_001.csv,BMI_online191005T204800.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191005T195923.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191007,D12,hE2_rew,191007/NVI16/D12,4,baseline/baseline_191007T214651-017,baseline_191007T214651-017_Cycle00001_VoltageRecording_001.csv,BaselineOnline191007T214649.mat,BMI/BMI_191007T225720-019,BMI_191007T225720-019_Cycle00001_VoltageRecording_001.csv,BMI_online191007T233928.mat,BMI_target_info_20191007T220344.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191007/NVI16/D12,191007/NVI16/D12,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191007T213519-016,holostim_seq_191007T213519-016_Cycle00001_VoltageRecording_001.csv,holostim_seq191007T213708.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191007T220611-018,HoloVTA_pretrain_191007T220611-018_Cycle00001_VoltageRecording_001.csv,BMI_online191007T225622.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191007T220344.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191009,D14,hE2_rew,191009/NVI16/D14,5,baseline/baseline_191009T201235-012,baseline_191009T201235-012_Cycle00001_VoltageRecording_001.csv,BaselineOnline191009T201233.mat,BMI/BMI_191009T211855-014,BMI_191009T211855-014_Cycle00001_VoltageRecording_001.csv,BMI_online191009T220103.mat,,BOT_candidates.cfg,BOT_ens.cfg,,,,,191009/NVI16/D14,,,,,,,,191009/NVI16/D14,191009/NVI16/D14,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191009T200435-011,holostim_seq_191009T200435-011_Cycle00001_VoltageRecording_001.csv,holostim_seq191009T200600.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191009T203502-013,HoloVTA_pretrain_191009T203502-013_Cycle00001_VoltageRecording_001.csv,BMI_online191009T211744.mat,roi_data.mat,strcMask.mat,,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191011,D16,hE2_rew,191011/NVI16/D16,6,baseline/baseline_191011T191113-012,baseline_191011T191113-012_Cycle00001_VoltageRecording_001.csv,BaselineOnline191011T191111.mat,,BMI_191011T201616-014_Cycle00001_VoltageRecording_001.csv,,,BOT_candidates.cfg,BOT_ens.cfg,,,191011/NVI16/D16,191011/NVI16/D16,191011/NVI16/D16,,,,,,,191011/NVI16/D16,191011/NVI16/D16,191011/NVI16/D16,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191011T185708-010,holostim_seq_191011T185708-010_Cycle00001_VoltageRecording_001.csv,holostim_seq191011T190119.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191011T193244-013,HoloVTA_pretrain_191011T193244-013_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191013,D18,hE2_rew,191013/NVI16/D18,7,baseline/baseline_191013T195031-014,baseline_191013T195031-014_Cycle00001_VoltageRecording_001.csv,BaselineOnline191013T195029.mat,BMI/BMI_191013T214746-021,BMI_191013T214746-021_Cycle00001_VoltageRecording_001.csv,,BMI_target_info_20191013T201036.mat,BOT_candidates.cfg,BOT_ens.cfg,,,191013/NVI16/D18,,,,,,191013/NVI16/D18,,,191013/NVI16/D18,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191013T193948-013,holostim_seq_191013T193948-013_Cycle00001_VoltageRecording_001.csv,holostim_seq191013T194131.mat,mainProt_single_channel.m,,HoloVTA_pretrain_191013T211245-018_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,target_calibration_ALL_20191013T201036.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191031,D31,hE2_rew,191031/NVI16/D31,8,baseline/baseline_191031T182640-051,baseline_191031T182640-051_Cycle00001_VoltageRecording_001.csv,BaselineOnline191031T182638.mat,,BMI_191031T202928-056_Cycle00001_VoltageRecording_001.csv,,BMI_target_info_20191031T193020.mat,BOT_candidates.cfg,BOT_ens.cfg,,,191031/NVI16/D31,191031/NVI16/D31,,,,,191031/NVI16/D31,,,,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191031T181910-050,holostim_seq_191031T181910-050_Cycle00001_VoltageRecording_001.csv,holostim_seq191031T182026.mat,mainProt_single_channel_fb.m,,HoloVTA_pretrain_191031T193137-054_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,target_calibration_ALL_20191031T193020.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191102,D33,hE2_rew,191102/NVI16/D33,9,baseline/baseline_191102T175735-082,baseline_191102T175735-082_Cycle00001_VoltageRecording_001.csv,BaselineOnline191102T175733.mat,BMI/BMI_191102T190601-084,BMI_191102T190601-084_Cycle00001_VoltageRecording_001.csv,BMI_online191102T194809.mat,BMI_target_info_20191102T182006.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191102/NVI16/D33,191102/NVI16/D33,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191102T174749-080,holostim_seq_191102T174749-080_Cycle00001_VoltageRecording_001.csv,holostim_seq191102T174935.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191102T182156-083,HoloVTA_pretrain_191102T182156-083_Cycle00001_VoltageRecording_001.csv,BMI_online191102T190423.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191102T182006.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191104,D35,hE2_rew,191104/NVI16/D35,10,baseline/baseline_191104T194642-028,baseline_191104T194642-028_Cycle00001_VoltageRecording_001.csv,BaselineOnline191104T194639.mat,BMI/BMI_191104T210052-030,BMI_191104T210052-030_Cycle00001_VoltageRecording_001.csv,BMI_online191104T214300.mat,BMI_target_info_20191104T200732.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,,191104/NVI16/D35,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191104T194152-027,holostim_seq_191104T194152-027_Cycle00001_VoltageRecording_001.csv,holostim_seq191104T194310.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191104T201005-029,HoloVTA_pretrain_191104T201005-029_Cycle00001_VoltageRecording_001.csv,BMI_online191104T205935.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191104T200732.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191025,D25,hE2_rew,191025/NVI16/D25,11,baseline/baseline_191025T191406-099,baseline_191025T191406-099_Cycle00001_VoltageRecording_001.csv,BaselineOnline191025T191404.mat,BMI/BMI_191025T210639-104,BMI_191025T210639-104_Cycle00001_VoltageRecording_001.csv,,BMI_target_info_20191025T193334.mat,BOT_candidates.cfg,BOT_ens.cfg,,,191025/NVI16/D25,,,,,,191025/NVI16/D25,,,,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191025T190815-098,holostim_seq_191025T190815-098_Cycle00001_VoltageRecording_001.csv,holostim_seq191025T190913.mat,,,HoloVTA_pretrain_191025T193440-100_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,target_calibration_ALL_20191025T193334.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191015,D20,hE2_rew,191015/NVI16/D20,12,baseline/baseline_191015T183728-013,baseline_191015T183728-013_Cycle00001_VoltageRecording_001.csv,BaselineOnline191015T183726.mat,BMI/BMI_191015T200701-016,BMI_191015T200701-016_Cycle00001_VoltageRecording_001.csv,BMI_online191015T204909.mat,BMI_target_info_20191015T191941.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,191015/NVI16/D20,,191015/NVI16/D20,191015/NVI16/D20,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191015T182612-012,holostim_seq_191015T182612-012_Cycle00001_VoltageRecording_001.csv,holostim_seq191015T182825.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191015T192148-014,HoloVTA_pretrain_191015T192148-014_Cycle00001_VoltageRecording_001.csv,BMI_online191015T200419.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191015T191941.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191017,D22,hE2_rew,191017/NVI16/D22,13,baseline/baseline_191017T195038-051,baseline_191017T195038-051_Cycle00001_VoltageRecording_001.csv,BaselineOnline191017T195036.mat,BMI/BMI_191017T212830-054,BMI_191017T212830-054_Cycle00001_VoltageRecording_001.csv,BMI_online191017T221038.mat,BMI_target_info_20191017T203451.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,191017/NVI16/D22,,,191017/NVI16/D22,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191017T194425-050,holostim_seq_191017T194425-050_Cycle00001_VoltageRecording_001.csv,holostim_seq191017T194541.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191017T203653-052,HoloVTA_pretrain_191017T203653-052_Cycle00001_VoltageRecording_001.csv,BMI_online191017T212645.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191017T203451.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI16,191016,D21,hE2_rew,191016/NVI16/D21,14,baseline/baseline_191016T210816-035,baseline_191016T210816-035_Cycle00001_VoltageRecording_001.csv,BaselineOnline191016T210813.mat,BMI/BMI_191016T230127-038,BMI_191016T230127-038_Cycle00001_VoltageRecording_001.csv,,BMI_target_info_20191016T215148.mat,BOT_candidates.cfg,BOT_ens.cfg,,,191016/NVI16/D21,,,,,,,191016/NVI16/D21,,,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191016T205906-034,holostim_seq_191016T205906-034_Cycle00001_VoltageRecording_001.csv,holostim_seq191016T210022.mat,mainProt_single_channel.m,Holo_pretrain/Holo_pretrain_191016T215347-036,Holo_pretrain_191016T215347-036_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,target_calibration_ALL_20191016T215148.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI17,191106,D02,hE2_rew,191106/NVI17/D02,0,baseline/baseline_191106T213833-073,baseline_191106T213833-073_Cycle00001_VoltageRecording_001.csv,BaselineOnline191106T213831.mat,BMI/BMI_no_reward_191106T232747-076,BMI_no_reward_191106T232747-076_Cycle00001_VoltageRecording_001.csv,,,BOT_candidates.cfg,BOT_ens.cfg,,,191106/NVI17/D02,,191106/NVI17/D02,,,,,,,,191106/NVI17/D02,191106/NVI17/D02,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191106T213331-072,holostim_seq_191106T213331-072_Cycle00001_VoltageRecording_001.csv,holostim_seq191106T213440.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191106T220057-074,HoloVTA_pretrain_191106T220057-074_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI17,191108,D04,hE2_rew,191108/NVI17/D04,1,baseline/baseline_191108T214251-023,baseline_191108T214251-023_Cycle00001_VoltageRecording_001.csv,BaselineOnline191108T214249.mat,BMI/BMI_191108T225124-025,BMI_191108T225124-025_Cycle00001_VoltageRecording_001.csv,BMI_online191108T233332.mat,BMI_target_info_20191108T220221.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,,191108/NVI17/D04,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191108T213654-022,holostim_seq_191108T213654-022_Cycle00001_VoltageRecording_001.csv,holostim_seq191108T213816.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191108T220337-024,HoloVTA_pretrain_191108T220337-024_Cycle00001_VoltageRecording_001.csv,BMI_online191108T225016.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191108T220221.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI17,191110,D06,hE2_rew,191110/NVI17/D06,2,baseline/baseline_191110T210206-019,baseline_191110T210206-019_Cycle00001_VoltageRecording_001.csv,BaselineOnline191110T210203.mat,BMI/BMI_191110T222110-022,BMI_191110T222110-022_Cycle00001_VoltageRecording_001.csv,BMI_online191110T230318.mat,BMI_target_info_20191110T212123.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,,191110/NVI17/D06,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191110T205614-018,holostim_seq_191110T205614-018_Cycle00001_VoltageRecording_001.csv,holostim_seq191110T205740.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191110T212345-021,HoloVTA_pretrain_191110T212345-021_Cycle00001_VoltageRecording_001.csv,BMI_online191110T221927.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191110T212123.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI17,191112,D08,hE2_rew,191112/NVI17/D08,3,baseline/baseline_191112T214313-020,baseline_191112T214313-020_Cycle00001_VoltageRecording_001.csv,BaselineOnline191112T214311.mat,BMI/BMI_191112T225755-022,BMI_191112T225755-022_Cycle00001_VoltageRecording_001.csv,BMI_online191112T234003.mat,BMI_target_info_20191112T220143.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191112/NVI17/D08,191112/NVI17/D08,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191112T213653-019,holostim_seq_191112T213653-019_Cycle00001_VoltageRecording_001.csv,holostim_seq191112T213845.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191112T220312-021,HoloVTA_pretrain_191112T220312-021_Cycle00001_VoltageRecording_001.csv,BMI_online191112T225633.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191112T220143.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI17,191114,D10,hE2_rew,191114/NVI17/D10,4,baseline/baseline_191114T202922-020,baseline_191114T202922-020_Cycle00001_VoltageRecording_001.csv,BaselineOnline191114T202920.mat,BMI/BMI_191114T213437-022,BMI_191114T213437-022_Cycle00001_VoltageRecording_001.csv,BMI_online191114T221644.mat,BMI_target_info_20191114T204643.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,,191114/NVI17/D10,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191114T202104-019,holostim_seq_191114T202104-019_Cycle00001_VoltageRecording_001.csv,holostim_seq191114T202236.mat,,HoloVTA_pretrain/HoloVTA_pretrain_191114T204746-021,HoloVTA_pretrain_191114T204746-021_Cycle00001_VoltageRecording_001.csv,BMI_online191114T213217.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191114T204643.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI17,191116,D12,hE2_rew,191116/NVI17/D12,5,baseline/baseline_191116T183103-019,baseline_191116T183103-019_Cycle00001_VoltageRecording_001.csv,BaselineOnline191116T183101.mat,BMI/BMI_191116T194831-024,BMI_191116T194831-024_Cycle00001_VoltageRecording_001.csv,BMI_online191116T203039.mat,BMI_target_info_20191116T184806.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191116/NVI17/D12,191116/NVI17/D12,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191116T182453-018,holostim_seq_191116T182453-018_Cycle00001_VoltageRecording_001.csv,holostim_seq191116T182635.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191116T184923-020,HoloVTA_pretrain_191116T184923-020_Cycle00001_VoltageRecording_001.csv,BMI_online191116T193237.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191116T184806.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI17,191118,D14,hE2_rew,191118/NVI17/D14,6,baseline/baseline_191118T183218-017,baseline_191118T183218-017_Cycle00001_VoltageRecording_001.csv,BaselineOnline191118T183216.mat,BMI/BMI_191118T204119-026,BMI_191118T204119-026_Cycle00001_VoltageRecording_001.csv,BMI_online191118T212327.mat,BMI_target_info_20191118T184957.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,191118/NVI17/D14,,,191118/NVI17/D14,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191118T182502-015,holostim_seq_191118T182502-015_Cycle00001_VoltageRecording_001.csv,holostim_seq191118T182657.mat,mainProt_single_channel_fb.m,,HoloVTA_pretrain_191118T194658-024_Cycle00001_VoltageRecording_001.csv,BMI_online191118T203150.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191118T184957.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI17,191120,D16,hE2_rew,191120/NVI17/D16,7,baseline/baseline_191120T193254-016,baseline_191120T193254-016_Cycle00001_VoltageRecording_001.csv,BaselineOnline191120T193251.mat,BMI/BMI_191120T204030-018,BMI_191120T204030-018_Cycle00001_VoltageRecording_001.csv,BMI_online191120T212238.mat,BMI_target_info_20191120T195525.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191120/NVI17/D16,191120/NVI17/D16,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191120T192518-015,holostim_seq_191120T192518-015_Cycle00001_VoltageRecording_001.csv,holostim_seq191120T192714.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191120T195642-017,HoloVTA_pretrain_191120T195642-017_Cycle00001_VoltageRecording_001.csv,BMI_online191120T203908.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191120T195525.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
